avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,tenure,status
174,sales,1,0.53,5,0,medium,0.543,3,Employed
155,sales,0,0.332,5,0,low,0.984,3,Employed
211,product,0,0.991,3,0,low,0.884,2,Employed
278,information_technology,0,1,3,0,medium,0.165,4,Left
210,support,0,0.73,3,0,low,1,2,Employed
131,product,0,0.536,2,0,medium,0.352,3,Left
222,product,0,0.915,5,0,low,0.894,6,Left
128,sales,0,0.442,2,0,low,0.45,3,Left
139,support,0,0.962,5,0,medium,1,3,Employed
309,support,0,0.885,6,0,low,0.54,4,Left
201,sales,1,0.66,4,0,medium,0.922,2,Employed
253,sales,0,0.497,2,0,low,0.659,3,Left
260,product,0,0.777,4,0,medium,0.96,3,Employed
143,support,0,0.773,3,0,low,0.993,3,Employed
140,support,0,0.596,5,0,high,0.476,3,Employed
160,finance,0,0.591,2,0,low,0.419,3,Left
157,finance,0,0.81,3,0,low,0.648,2,Employed
145,management,0,0.875,5,0,low,0.28,3,Employed
255,IT,0,0.932,5,0,medium,0.589,2,Employed
153,finance,0,0.73,2,0,low,0.356,3,Left
309,engineering,0,0.894,7,0,low,0.124,4,Left
145,IT,0,0.539,2,0,low,0.337,3,Left
150,finance,0,0.73,4,0,high,0.877,3,Employed
280,product,0,0.933,6,0,medium,0.62,4,Left
255,product,1,0.557,3,0,medium,0.213,3,Employed
248,sales,0,0.874,4,0,low,0.98,2,Employed
254,support,0,0.917,5,0,low,0.674,2,Employed
209,product,0,0.83,3,0,high,0.93,2,Employed
120,engineering,0,0.362,3,0,low,0.466,6,Employed
196,admin,0,0.73,3,0,low,0.81,3,Employed
290,support,0,0.878,6,0,low,0.67,4,Left
267,support,0,0.457,4,0,high,0.133,6,Employed
161,engineering,0,0.522,5,0,high,0.629,5,Left
156,engineering,0,0.427,2,0,low,0.494,3,Left
174,sales,0,0.776,3,0,medium,0.865,3,Employed
259,support,0,0.762,3,0,medium,0.665,3,Employed
124,sales,0,0.549,2,0,low,0.268,3,Employed
160,support,0,0.517,2,0,medium,0.416,3,Left
284,sales,0,0.875,6,0,medium,0.113,4,Left
151,support,1,0.974,5,0,low,0.164,3,Employed
192,support,0,0.73,2,0,medium,0.737,3,Employed
210,engineering,1,1,5,0,low,1,6,Employed
187,"",0,0.666,2,0,low,0.414,3,Employed
148,support,0,0.73,2,0,low,0.49,3,Left
158,procurement,0,0.73,2,0,medium,0.793,3,Employed
114,management,1,0.67,3,0,low,0.799,6,Employed
202,engineering,0,0.645,3,0,medium,0.594,3,Employed
245,sales,0,0.727,4,0,low,0.869,2,Employed
264,support,0,0.73,2,0,low,0.699,3,Employed
204,support,0,0.73,4,0,low,0.747,2,Employed
215,sales,0,0.83,5,0,low,0.658,3,Employed
190,admin,0,0.69,4,0,low,0.887,3,Employed
252,sales,0,0.94,3,0,low,0.79,2,Employed
127,management,0,0.73,2,0,medium,0.438,3,Left
255,support,0,0.917,7,0,low,0.151,4,Left
144,engineering,0,0.675,4,0,low,0.538,4,Employed
249,engineering,0,0.921,3,0,high,0.538,3,Employed
256,support,0,0.961,6,0,low,0.153,4,Left
170,engineering,0,0.71,3,0,low,0.932,3,Employed
264,engineering,1,0.786,2,0,medium,0.78,3,Employed
287,engineering,0,0.882,6,0,low,0.9,4,Left
224,engineering,0,0.486,3,0,medium,0.894,3,Employed
158,engineering,0,0.57,3,0,medium,0.955,4,Employed
184,product,1,0.73,5,0,medium,0.961,2,Employed
254,sales,1,0.939,6,0,medium,0.167,4,Left
129,management,0,0.73,2,0,low,0.489,3,Left
225,engineering,0,0.92,6,0,low,0.715,4,Employed
226,finance,1,1,5,0,low,0.257,4,Employed
190,sales,0,0.63,4,0,medium,0.664,2,Employed
143,support,0,0.552,4,0,low,0.956,3,Employed
270,engineering,1,0.629,3,0,high,1,4,Employed
198,procurement,0,0.393,5,0,medium,0.434,5,Employed
261,sales,0,1,4,0,medium,0.97,4,Employed
221,engineering,0,0.579,3,0,low,1,3,Employed
125,procurement,0,0.463,3,0,low,0.837,4,Employed
237,engineering,1,0.789,3,0,low,0.439,3,Employed
197,product,0,0.467,3,0,medium,0.557,3,Employed
247,finance,0,0.849,4,0,high,0.673,4,Employed
273,support,0,0.735,3,0,low,0.521,6,Left
136,sales,0,0.422,2,0,medium,0.455,3,Left
148,support,0,0.5,2,0,low,0.431,3,Left
158,IT,0,0.488,4,0,low,0.55,2,Employed
253,product,1,0.951,4,0,low,0.128,5,Employed
250,engineering,0,0.883,4,0,low,0.914,3,Employed
285,sales,0,0.646,3,0,low,1,6,Employed
223,sales,0,0.51,4,0,low,1,2,Employed
167,engineering,0,1,3,0,low,0.63,2,Employed
190,support,0,0.511,2,0,low,0.478,4,Employed
269,"",1,0.865,4,0,medium,0.696,2,Employed
251,IT,0,0.95,4,0,low,0.578,2,Employed
151,support,1,0.951,5,0,low,0.243,3,Employed
230,admin,0,0.854,3,1,medium,0.84,3,Employed
186,sales,0,0.68,3,0,medium,0.64,3,Employed
267,support,0,0.871,5,0,low,0.787,6,Left
258,sales,0,0.827,4,1,medium,1,7,Employed
267,IT,0,0.461,4,0,medium,0.57,3,Employed
255,sales,0,0.955,4,0,low,0.788,6,Left
234,support,0,0.757,5,0,low,0.731,3,Employed
264,finance,0,0.868,5,0,high,0.693,3,Employed
136,management,0,0.523,2,0,low,0.419,3,Left
132,support,0,0.56,6,0,medium,0.382,2,Employed
286,sales,0,0.874,7,0,low,0.11,4,Left
155,engineering,0,0.49,2,0,medium,0.437,3,Left
158,marketing,0,0.853,3,0,medium,0.941,7,Employed
139,management,0,0.645,3,0,high,0.578,4,Employed
163,sales,0,0.57,4,0,medium,0.59,3,Employed
162,marketing,0,0.73,5,0,high,0.726,3,Employed
212,IT,0,0.678,4,0,medium,0.896,4,Employed
193,engineering,0,0.429,4,0,medium,0.272,4,Employed
129,marketing,0,0.586,2,0,high,0.48,3,Left
256,product,0,0.742,6,0,high,0.434,4,Employed
247,sales,0,0.8,5,0,low,0.846,3,Employed
211,sales,0,0.985,5,0,medium,0.658,3,Employed
231,IT,0,0.878,3,0,medium,0.858,3,Employed
153,product,0,0.558,2,0,low,0.336,3,Left
252,support,0,0.525,3,0,medium,0.885,2,Employed
240,finance,0,0.754,4,0,low,1,4,Employed
148,sales,0,1,3,0,low,0.985,4,Employed
213,information_technology,1,0.785,3,0,medium,0.676,3,Employed
182,sales,0,0.9,3,0,low,0.522,10,Employed
198,marketing,0,0.568,3,0,low,0.754,2,Employed
117,marketing,0,0.466,4,1,medium,0.297,10,Employed
150,support,0,0.576,2,0,low,0.451,3,Left
248,management,0,0.624,2,0,low,0.837,6,Employed
156,sales,0,0.559,2,0,medium,0.422,3,Left
163,engineering,0,0.627,4,0,low,0.483,2,Employed
261,engineering,0,0.949,4,0,medium,0.87,5,Left
195,sales,0,0.94,4,0,low,0.871,3,Employed
239,IT,0,0.824,4,0,low,0.776,6,Left
149,marketing,1,0.73,3,0,medium,0.677,3,Employed
240,IT,0,0.78,3,0,low,0.56,3,Employed
234,support,0,0.73,4,0,low,0.551,3,Employed
220,engineering,1,0.85,3,0,high,0.898,3,Employed
136,support,0,0.54,2,0,medium,0.352,3,Left
138,engineering,1,0.664,3,0,low,0.916,4,Employed
215,sales,0,0.57,4,0,low,0.621,2,Employed
258,sales,0,0.73,4,0,medium,0.46,3,Employed
145,sales,0,0.867,3,0,medium,0.644,3,Employed
185,sales,0,0.632,3,0,low,0.476,3,Employed
245,sales,0,0.748,4,0,low,0.722,2,Employed
143,support,1,0.516,3,0,low,0.755,4,Employed
142,product,0,0.565,2,0,medium,0.35,3,Left
251,marketing,0,0.945,4,0,medium,0.829,5,Left
264,engineering,0,0.964,5,0,medium,0.743,5,Left
170,sales,0,0.465,5,0,low,0.841,3,Employed
155,engineering,1,0.496,3,0,medium,0.447,2,Employed
169,support,0,0.792,5,0,medium,0.2,4,Employed
193,IT,0,0.711,4,0,low,0.817,4,Employed
200,sales,1,0.73,3,0,medium,0.84,2,Employed
172,sales,0,0.857,4,0,medium,0.68,3,Employed
100,support,0,0.519,3,0,medium,0.161,4,Employed
260,engineering,0,0.729,5,0,medium,0.925,6,Employed
245,engineering,1,0.73,4,1,low,0.67,3,Employed
222,support,0,0.759,4,0,medium,0.85,3,Employed
253,engineering,0,1,5,0,medium,0.98,2,Employed
174,sales,0,0.62,5,0,medium,0.162,6,Employed
310,engineering,0,1,6,0,low,0.73,4,Left
279,sales,0,0.91,6,0,low,0.117,4,Left
200,sales,0,0.642,2,0,medium,0.848,3,Employed
153,support,0,0.817,3,0,medium,0.738,10,Employed
155,support,1,0.663,4,0,low,0.489,5,Employed
201,sales,0,0.73,3,0,low,0.593,2,Employed
177,sales,0,0.437,2,0,medium,0.194,6,Employed
156,sales,0,0.512,2,0,medium,0.391,3,Left
238,IT,0,0.85,3,0,medium,0.785,3,Employed
253,support,0,0.73,3,0,medium,0.484,2,Employed
199,support,0,0.52,3,0,medium,0.924,2,Employed
279,engineering,0,0.783,5,0,low,0.61,4,Left
160,finance,1,0.939,5,0,medium,0.813,4,Employed
122,IT,0,0.564,2,0,low,0.87,2,Employed
189,support,0,0.57,5,0,medium,0.815,2,Employed
128,sales,0,0.524,2,0,low,0.45,3,Left
233,sales,0,0.73,3,1,medium,0.47,3,Employed
134,IT,0,0.73,5,0,high,0.76,3,Employed
237,sales,0,0.772,2,0,medium,1,3,Employed
207,support,0,0.73,4,0,low,0.618,2,Employed
245,management,0,0.739,4,0,medium,0.548,3,Employed
243,sales,0,0.73,3,0,medium,0.911,2,Employed
184,sales,0,0.975,4,0,medium,0.682,7,Employed
179,sales,0,0.831,5,0,low,0.623,2,Employed
307,support,0,0.98,5,0,low,0.164,4,Left
155,IT,0,0.732,5,0,medium,0.85,3,Employed
275,admin,0,0.73,4,0,medium,0.644,3,Employed
134,sales,0,0.781,4,0,medium,0.656,3,Employed
306,engineering,0,0.894,6,0,low,0.167,4,Left
235,product,0,0.638,5,0,low,0.615,2,Employed
168,sales,0,0.89,3,0,high,0.934,2,Employed
248,engineering,0,0.73,2,0,low,0.829,3,Employed
228,IT,1,0.751,4,0,medium,0.698,2,Employed
125,engineering,0,0.973,3,0,medium,0.834,3,Employed
176,support,1,0.84,4,0,medium,0.756,4,Employed
154,support,1,0.884,5,0,low,0.521,2,Employed
128,engineering,0,0.446,2,0,low,0.391,3,Left
202,support,0,0.572,5,0,medium,0.659,3,Employed
160,marketing,0,0.532,4,0,medium,0.853,3,Employed
286,sales,0,0.644,6,0,low,0.544,4,Employed
197,"",0,0.863,3,0,medium,0.368,6,Employed
144,finance,0,0.454,2,0,low,0.48,3,Left
158,support,0,0.811,4,0,high,0.546,3,Employed
144,IT,0,0.617,2,0,high,0.9,3,Employed
128,information_technology,0,0.562,3,0,medium,0.668,3,Employed
292,support,0,0.87,6,0,low,0.61,4,Left
229,information_technology,0,0.478,4,0,high,0.642,3,Employed
243,sales,0,0.774,5,0,low,1,3,Employed
271,sales,0,0.567,3,0,medium,0.842,7,Employed
138,support,0,0.44,2,0,low,0.423,3,Left
229,"",0,0.966,4,0,medium,0.869,6,Left
235,sales,0,0.914,4,0,low,0.782,5,Left
153,support,0,0.515,2,0,low,0.338,3,Left
183,engineering,1,0.73,4,0,medium,0.692,2,Employed
283,marketing,0,0.418,5,0,low,0.627,5,Employed
126,support,0,0.463,2,0,medium,0.336,3,Left
178,sales,0,0.643,3,1,low,0.519,2,Employed
175,sales,0,0.563,3,0,medium,0.91,4,Employed
143,product,0,0.481,2,0,medium,0.449,3,Left
230,sales,0,0.736,5,0,medium,0.829,2,Employed
106,support,1,0.378,2,0,medium,0.392,3,Employed
138,support,0,0.519,2,0,low,0.491,3,Left
194,support,0,0.73,2,0,low,0.543,2,Employed
151,product,0,0.439,2,0,low,0.389,3,Left
245,"",1,0.851,3,0,low,0.622,2,Employed
138,temp,0,0.73,3,0,medium,0.669,3,Employed
248,sales,0,0.76,5,0,medium,0.522,3,Employed
226,product,0,0.896,4,0,medium,0.828,5,Left
253,sales,0,1,4,0,low,0.796,5,Left
155,management,0,1,4,0,low,0.851,3,Employed
226,sales,0,0.519,5,0,low,0.824,4,Employed
150,IT,0,0.914,6,0,medium,0.642,5,Employed
165,sales,0,0.667,5,0,medium,0.599,2,Employed
196,support,0,0.982,4,0,medium,0.621,3,Employed
307,engineering,0,0.964,6,0,low,0.74,4,Left
184,"",0,0.721,4,0,medium,1,3,Employed
259,sales,0,0.628,5,0,low,0.762,3,Employed
309,support,0,0.876,6,0,low,0.87,4,Left
131,sales,0,0.481,2,0,low,0.378,3,Left
141,sales,0,0.613,3,0,medium,0.736,2,Employed
145,sales,0,0.428,2,0,medium,0.53,3,Employed
271,sales,0,0.955,2,0,low,0.574,3,Employed
244,support,0,0.794,4,0,medium,0.529,2,Employed
99,temp,0,0.73,1,0,medium,0.669,3,Employed
222,IT,0,0.82,3,0,medium,0.697,3,Employed
214,engineering,0,0.87,4,0,low,0.496,2,Employed
294,engineering,0,0.776,6,0,medium,0.164,4,Left
162,finance,0,1,5,0,low,0.914,3,Employed
257,support,0,0.661,3,0,low,0.747,3,Employed
156,management,0,0.721,3,0,medium,0.735,8,Employed
239,finance,0,0.71,4,0,low,0.468,2,Employed
144,sales,0,0.728,3,0,medium,0.597,5,Employed
166,sales,0,0.69,2,0,medium,0.67,3,Employed
216,engineering,0,1,4,0,low,0.754,6,Left
310,engineering,0,0.751,6,0,medium,0.64,4,Left
249,product,0,0.682,6,0,medium,0.52,5,Employed
193,engineering,0,0.734,3,0,medium,1,3,Employed
229,engineering,0,0.955,4,0,medium,1,2,Employed
104,temp,0,0.73,2,0,medium,0.669,3,Employed
167,support,0,0.367,3,0,low,0.329,10,Employed
196,finance,0,0.73,4,0,medium,0.928,2,Employed
168,engineering,0,0.877,3,1,medium,0.85,3,Employed
201,support,0,0.769,3,0,low,0.927,3,Employed
210,marketing,1,0.531,3,0,medium,0.87,4,Employed
259,marketing,0,0.591,4,0,low,0.828,3,Employed
168,product,0,0.518,4,0,medium,0.567,3,Employed
209,IT,0,0.816,4,0,medium,0.793,4,Employed
198,engineering,0,0.927,5,0,low,0.876,3,Employed
252,sales,0,0.681,3,0,low,0.625,3,Employed
142,support,0,0.585,2,0,low,0.441,3,Left
137,IT,0,0.932,4,0,medium,0.771,3,Employed
155,engineering,0,0.424,5,0,medium,0.393,3,Employed
166,sales,0,0.776,2,0,medium,0.63,3,Employed
127,engineering,0,0.464,2,0,low,0.42,3,Left
162,IT,0,0.491,3,0,medium,0.776,2,Employed
251,finance,1,0.932,3,0,medium,0.548,3,Employed
198,engineering,0,0.959,3,0,medium,0.753,2,Employed
257,support,0,0.73,3,0,medium,0.945,3,Employed
188,engineering,0,0.517,3,0,high,0.556,3,Employed
270,engineering,0,0.651,5,0,high,0.639,3,Employed
173,sales,0,0.73,3,0,low,0.811,2,Employed
184,admin,0,0.645,3,0,high,0.896,5,Employed
176,sales,0,0.73,4,0,low,0.864,3,Employed
111,management,0,0.769,5,0,high,0.879,4,Employed
143,engineering,0,0.84,5,0,medium,0.965,3,Employed
235,engineering,1,0.566,3,0,low,0.853,2,Employed
250,marketing,0,0.959,3,0,low,0.744,3,Employed
128,engineering,1,0.43,5,0,medium,0.367,4,Employed
282,marketing,0,0.677,2,0,low,0.356,5,Left
98,sales,0,0.464,4,0,low,0.793,2,Employed
163,support,0,0.941,3,0,medium,0.987,3,Employed
199,sales,0,0.587,4,0,low,0.999,3,Employed
237,support,0,0.774,6,0,high,0.337,5,Employed
133,support,0,0.73,4,0,low,0.642,3,Employed
105,sales,0,0.634,2,0,medium,1,2,Employed
141,support,0,0.849,3,0,medium,0.711,3,Employed
172,product,0,0.71,5,0,low,0.787,2,Employed
278,engineering,0,0.533,7,0,low,0.251,3,Left
185,support,0,0.53,3,0,low,0.623,3,Employed
226,engineering,0,0.868,4,0,low,0.635,2,Employed
169,marketing,1,0.669,2,0,medium,0.848,3,Employed
283,support,0,0.813,6,0,medium,0.79,5,Left
260,sales,1,0.591,4,0,low,0.76,2,Employed
307,IT,0,0.96,7,0,low,0.125,4,Left
247,admin,0,0.839,6,0,medium,0.92,4,Left
176,support,0,0.524,4,0,high,0.91,4,Employed
166,sales,1,0.97,4,0,low,0.856,2,Employed
260,support,0,0.981,2,0,medium,0.877,3,Employed
253,"",0,0.73,3,0,low,0.181,3,Employed
163,sales,0,0.74,3,0,medium,1,3,Employed
129,engineering,0,0.559,2,0,medium,0.469,3,Left
252,product,0,0.98,3,0,high,0.673,2,Employed
162,sales,1,0.676,2,0,high,0.53,3,Employed
176,engineering,0,0.522,4,0,medium,0.611,2,Employed
227,sales,0,0.68,4,0,low,0.765,3,Employed
226,sales,0,0.659,3,0,low,0.694,3,Employed
144,sales,0,0.73,2,0,medium,0.879,3,Employed
224,support,0,0.933,3,0,medium,0.696,3,Employed
155,product,0,0.53,3,0,medium,0.31,10,Employed
132,product,0,0.73,4,0,high,0.557,3,Employed
243,information_technology,0,0.692,4,0,low,0.63,3,Employed
154,product,0,0.73,3,0,medium,0.912,2,Employed
196,IT,1,0.73,4,0,low,0.188,3,Employed
150,support,0,0.441,2,0,medium,0.374,3,Left
273,"",0,0.657,3,0,low,0.988,4,Employed
172,sales,0,0.827,3,0,low,0.563,2,Employed
243,IT,0,0.839,5,0,low,0.888,5,Left
197,procurement,0,0.73,4,0,low,0.716,2,Employed
187,engineering,0,0.625,4,0,low,0.827,2,Employed
223,sales,0,0.988,3,0,high,0.897,4,Employed
148,support,0,0.529,2,0,low,0.358,3,Left
183,engineering,0,0.957,3,0,low,0.949,2,Employed
264,IT,0,0.556,3,0,medium,0.928,3,Employed
134,engineering,0,0.671,4,0,medium,0.865,2,Employed
178,engineering,0,0.654,3,0,medium,0.574,4,Employed
164,sales,0,0.958,4,0,medium,0.615,4,Employed
146,sales,0,0.879,5,0,low,0.66,3,Employed
257,marketing,0,0.911,5,0,medium,0.638,3,Employed
241,engineering,1,0.849,4,0,low,0.598,3,Employed
255,sales,0,0.387,2,0,medium,0.625,3,Employed
241,IT,0,0.772,4,0,medium,0.713,4,Employed
147,support,1,0.57,3,0,high,0.929,4,Employed
156,sales,0,0.726,5,0,low,0.917,3,Employed
216,support,1,0.546,4,0,medium,0.612,2,Employed
239,sales,0,0.563,4,0,low,0.552,3,Employed
150,IT,0,0.545,4,0,medium,0.984,2,Employed
137,engineering,0,0.73,2,0,low,0.367,3,Left
257,sales,1,0.563,2,0,medium,0.785,4,Employed
132,engineering,0,0.5,2,0,low,0.315,3,Left
282,engineering,0,0.83,7,0,low,0.138,5,Left
224,sales,0,0.832,3,0,low,0.773,2,Employed
239,sales,0,0.875,4,0,low,0.771,5,Left
259,IT,0,0.915,5,0,medium,0.748,2,Employed
154,support,0,0.595,5,0,low,0.911,3,Employed
232,sales,0,0.74,3,0,low,0.258,3,Employed
167,sales,0,0.814,3,0,medium,0.77,3,Employed
143,engineering,0,0.562,2,0,medium,0.421,3,Left
142,IT,0,0.523,5,0,medium,0.437,4,Employed
235,management,0,0.984,3,0,medium,0.549,2,Employed
181,product,0,0.581,3,0,medium,0.467,3,Employed
239,sales,1,0.478,2,0,medium,0.456,3,Employed
145,support,0,0.599,3,0,low,0.814,2,Employed
259,engineering,0,0.73,5,0,medium,0.817,2,Employed
188,sales,0,0.794,3,0,medium,0.817,4,Employed
267,sales,1,0.993,3,0,medium,0.532,3,Employed
178,sales,0,0.451,4,0,low,0.887,2,Employed
308,IT,0,0.882,7,0,medium,0.11,4,Left
200,marketing,0,0.814,4,0,low,0.896,2,Employed
219,engineering,0,0.883,3,0,medium,0.681,3,Employed
257,"",0,0.665,4,0,low,0.19,3,Left
153,support,0,0.825,3,0,medium,0.668,10,Employed
150,engineering,0,0.563,4,0,low,0.653,4,Employed
222,support,0,0.988,5,0,high,0.718,2,Employed
49,temp,0,0.73,2,0,low,0.669,3,Employed
237,engineering,0,0.897,4,0,low,0.813,2,Employed
172,product,0,0.71,4,0,medium,0.93,3,Employed
221,product,0,0.785,2,0,low,0.76,3,Employed
250,product,0,0.86,7,0,low,0.165,4,Left
175,support,0,0.883,4,0,low,0.57,3,Employed
210,support,0,0.683,4,0,low,0.323,3,Employed
214,product,0,0.73,3,0,medium,0.951,2,Employed
190,sales,0,0.62,4,0,medium,0.633,2,Employed
201,support,1,0.73,3,0,high,0.521,2,Employed
186,support,0,0.386,4,0,medium,0.376,3,Employed
144,support,0,0.666,3,0,low,0.293,2,Employed
170,engineering,0,0.73,3,0,low,0.695,3,Employed
184,marketing,1,0.913,4,0,medium,0.59,2,Employed
210,management,0,0.491,5,0,high,0.875,3,Employed
172,marketing,0,0.679,3,1,high,0.36,10,Employed
163,finance,0,0.57,3,0,low,0.58,4,Employed
257,engineering,0,0.93,7,0,low,0.16,4,Left
285,finance,0,0.755,6,0,medium,0.9,4,Left
130,sales,1,0.565,2,0,medium,0.356,3,Left
124,sales,0,0.656,4,0,medium,0.436,2,Employed
231,sales,0,0.863,3,0,low,0.788,3,Employed
137,support,1,0.912,5,0,low,0.981,2,Employed
190,sales,0,0.797,4,0,low,0.257,5,Employed
144,sales,1,0.73,3,0,low,0.518,3,Employed
171,product,0,0.68,4,0,medium,0.7,3,Employed
194,engineering,0,0.745,4,0,low,0.642,2,Employed
229,engineering,1,0.617,4,0,medium,1,2,Employed
186,sales,0,0.761,4,0,medium,0.551,2,Employed
234,marketing,1,0.73,3,0,low,0.853,3,Employed
254,sales,0,0.852,5,0,high,0.948,5,Left
159,sales,0,0.412,2,0,medium,0.379,3,Left
154,finance,0,0.73,2,0,medium,0.449,3,Left
252,IT,1,0.73,4,0,medium,0.643,3,Employed
231,engineering,0,0.792,3,0,low,0.995,3,Employed
200,support,0,0.73,3,0,low,0.86,3,Employed
196,support,0,0.641,5,0,medium,0.515,3,Employed
272,sales,0,0.593,3,0,medium,0.953,3,Employed
160,engineering,0,0.593,2,0,medium,0.49,3,Left
202,sales,0,0.967,3,0,medium,0.987,2,Employed
227,support,0,0.952,5,0,medium,0.882,5,Left
247,IT,0,0.922,4,0,low,0.951,3,Employed
143,product,1,0.64,4,0,low,0.999,3,Employed
242,support,0,0.849,5,0,medium,0.788,5,Left
142,"",0,0.541,2,0,medium,0.453,3,Left
152,support,0,0.825,6,0,low,0.197,2,Left
290,IT,0,0.934,6,0,medium,0.78,4,Left
232,engineering,0,0.912,4,0,medium,0.85,5,Left
210,sales,0,0.737,2,0,medium,0.685,2,Employed
207,information_technology,1,0.478,4,0,medium,0.624,2,Employed
259,IT,0,0.493,3,0,medium,0.88,6,Employed
169,marketing,0,0.661,5,0,medium,0.686,2,Employed
223,finance,0,0.86,4,0,medium,0.6,3,Employed
257,engineering,0,0.391,3,0,medium,0.584,3,Employed
197,marketing,0,0.8,4,0,low,0.875,3,Employed
154,"",0,0.461,2,0,medium,0.334,3,Left
151,engineering,0,0.728,4,0,low,0.895,2,Employed
257,sales,0,0.897,4,0,low,0.557,3,Employed
150,product,1,0.641,3,0,medium,0.764,3,Employed
263,sales,1,0.73,4,0,medium,0.964,2,Employed
208,support,0,0.83,4,0,medium,0.738,2,Employed
146,engineering,0,0.957,4,0,low,0.66,10,Employed
213,support,0,0.887,3,0,low,0.681,2,Employed
251,sales,0,0.877,3,0,medium,0.638,10,Employed
212,product,0,0.675,3,0,low,0.557,8,Employed
247,sales,0,0.761,6,0,low,0.11,4,Left
210,sales,0,0.586,4,0,low,0.625,3,Employed
271,sales,0,0.65,3,0,low,0.894,2,Employed
275,support,0,0.84,5,0,low,0.819,5,Left
282,support,0,0.894,6,0,low,0.121,4,Left
156,support,0,0.73,4,0,low,0.675,3,Employed
247,sales,0,0.691,4,0,low,0.753,2,Employed
168,engineering,0,0.73,6,0,high,0.789,2,Employed
227,sales,0,0.73,4,0,low,0.442,3,Employed
225,finance,0,0.886,6,0,low,0.689,6,Employed
160,sales,0,0.421,2,1,low,0.376,3,Left
171,support,1,0.918,6,0,low,0.67,3,Employed
159,sales,0,0.597,2,0,medium,0.417,3,Left
197,"",0,0.654,4,0,low,0.793,3,Employed
251,sales,0,0.856,3,0,medium,0.84,3,Employed
108,sales,0,0.749,4,0,medium,0.276,10,Employed
264,support,0,0.897,4,0,medium,0.815,5,Left
167,"",0,0.541,4,0,low,0.954,3,Employed
182,engineering,0,0.595,3,0,medium,0.574,3,Employed
284,sales,0,0.789,3,0,low,0.518,10,Employed
259,support,0,0.92,3,0,low,1,2,Employed
135,sales,0,0.73,3,0,high,0.467,3,Employed
176,engineering,1,0.944,4,0,low,0.688,2,Employed
265,information_technology,0,0.813,4,0,medium,0.597,2,Employed
263,engineering,1,0.612,4,1,medium,0.74,2,Employed
271,IT,0,0.954,4,0,medium,0.947,5,Left
195,sales,0,0.863,4,0,medium,0.624,3,Employed
142,support,0,0.868,4,0,low,0.738,2,Employed
242,support,0,0.883,5,0,high,0.77,3,Employed
258,sales,0,0.612,4,0,medium,0.533,3,Employed
150,sales,0,0.76,5,0,low,0.771,3,Employed
214,information_technology,1,0.73,3,0,low,0.91,2,Employed
283,IT,0,0.917,6,0,low,0.89,5,Left
151,finance,0,0.869,3,0,medium,0.69,2,Employed
183,support,0,0.418,4,0,medium,0.96,5,Employed
142,IT,0,0.72,5,0,medium,1,4,Employed
